Name_ALMACAL,RA_ALMACAL,Dec_ALMACAL,Redshift,Spectrum,Provenance,Confidence,Name_IAU,RA_Optical,Dec_Optical,W1_mag,W2_mag,W3_mag,Separation
J0825-3218,126.4640526,-32.30645392,,FALSE,,0,WISEA J082551.18-321,126.46322,-32.30661,13.416,13.218,10.667,0.06
J0824+3916,126.2311827,39.2783067,1.21576,TRUE,SDSS,4,4C +39.23A,126.231,39.278,,,,0.06
J0825+0309,126.4597431,3.156811111,0.506,TRUE,1993A&AS...98..393S,3,PKS 0823+033,126.45974,3.15681,,,,0.06
J1215+3448,183.981671,34.804228,0.858,TRUE,DESI,4,[HB89] 1213+350,183.98167,34.80423,15.093,14.079,11.141,0
J0826-2230,126.5065539,-22.50755634,,TRUE,2009AJ....137..337S,7,BZB J0826-2230:[MLH2,126.50579,-22.50722,,,,0.06
J0828-3731,127.0199176,-37.51841151,,FALSE,,0,LQAC 127-037 001,127.01992,-37.51841,,,,0.06
J0837+2454,129.4176904,24.9064227,1.12572,TRUE,SDSS,4,FBQS J083740.2+24542,129.41769,24.90642,,,,0
J0517-0520,79.36712575,-5.344678472,1.411,TRUE,This work,4,WISEA J051728.10-052,79.36713,-5.34468,14.769,13.431,10.513,0
J1551-1755,237.8108263,-17.91731293,1.32,FALSE,2011MNRAS.417.2651M,3,WISEA J155114.59-175,237.81092,-17.91725,15.081,13.954,10.821,0.36
J1353+1435,208.3451654,14.5942389,,TRUE,SDSS,7,PKS 1350+148,208.34517,14.59424,13.451,12.453,9.626,0
J1038+0512,159.6949162,5.208079583,0.474,TRUE,DESI,4,PKS 1036+054,159.69492,5.20808,14.639,13.677,10.883,0
J0853+0654,133.4507913,6.913120742,0.223488,TRUE,SDSS,4,2MASS J08534818+0654,133.45078,6.91304,,,,0
J0854+2006,133.7036455,20.10851134,0.306,TRUE,2010A&A...516A..60N,4,OJ +287:[YJI97] EXT,133.70334,20.10846,,,,0
J2018-0509,304.7406664,-5.158159281,0.905,FALSE,2008ApJS..175...97H,3,WISEA J201857.75-050,304.74067,-5.15817,14.851,13.623,10.575,0.06
J0858-1950,134.5223468,-19.8435931,0.659,FALSE,1989QSO...M...0000H,3,[HB89] 0855-196 ABS0,134.52203,-19.8437,,,,0.06
J0336-2644,54.073448,-26.73835233,0.1706,TRUE,This work,4,WISEA J033617.62-264,54.07348,-26.73857,13.98,13.305,11.02,0.78
J2230-1325,337.5637752,-13.42858376,,FALSE,,0,[HB89] 2227-136,337.56378,-13.42858,15.12,13.774,10.846,0
J1216-1033,184.1016774,-10.55433858,0.636,TRUE,2002A&A...386...97J,2,WISEA J121624.40-103,184.10168,-10.55434,16.037,15.203,11.738,0
J0914+0245,138.6579727,2.76645735,0.426622,TRUE,SDSS,4,eFEDS J091437.8+0245,138.65785,2.76615,,,,0
J1747-5310,266.8341569,-53.17231413,,FALSE,,0,WISEA J174720.16-531,266.83412,-53.17228,14.996,14.446,11.713,0.12
J0143-3200,25.79221494,-32.01573661,0.3751,TRUE,2004MNRAS.349.1397C,4,PKS 0140-322,25.79221,-32.01574,13.612,12.551,9.549,0
J0922-0529,140.5986369,-5.485328669,0.974,FALSE,2008ApJS..175...97H,3,WISE J092223.73-0529,140.59864,-5.48533,,,,0.06
J1553-2422,238.3817825,-24.36834336,0.795,TRUE,This work,4,PKS 1550-242,238.38183,-24.36842,13.228,12.052,9.197,0.3
J1354-1041,208.6938279,-10.68407118,0.332,FALSE,1975MNRAS.173p..87B,3,[HB89] 1352-104,208.69383,-10.68407,13.425,12.439,9.332,0
J1039-1541,159.7779379,-15.68519228,0.525,TRUE,1997MNRAS.284...85D,4,WISEA J103906.70-154,159.77794,-15.68519,13.604,12.586,9.925,0.06
J2019-5201,304.7683086,-52.02762844,1.717,TRUE,2011MNRAS.417.2651M,4,WISEA J201904.38-520,304.7681,-52.02779,15.161,13.909,10.614,0.78
J0943-0819,137.6795,-0.056402778,0.793,TRUE,DESI,3,H-ATLAS J091043.0-00,137.67917,-0.05611,,,,1.62
J0336-3616,54.22509799,-36.26839556,1.541,TRUE,2001MNRAS.324..343M,4,FCSS J033654.0-36160,54.2251,-36.2684,14.47,13.24,10.116,0
J2230-4416,337.7351791,-44.27496975,,FALSE,,0,[HB89] 2227-445,337.735,-44.275,13.413,12.303,9.558,0.48
J0825+2704,126.4474725,27.0727842,0.692999,TRUE,SDSS,4,WISEA J082547.38+270,126.44746,27.07278,14.717,13.637,11.209,0
J0954+1743,148.7367651,17.7253395,1.4749,TRUE,SDSS,4,PKS 0952+179:[RNT200,148.73638,17.72483,,,,0
J1954-1123,298.6714822,-11.38962285,0.683,FALSE,2012ApJ...748...49S,4,WISEA J195441.15-112,298.67148,-11.38962,13.477,12.305,9.468,0
J1006-5018,151.5583721,-50.30374185,,FALSE,,0,2MASS J10061400-5018,151.55837,-50.30374,,,,0
J1006+0509,151.6567114,5.164993967,1.216,TRUE,2001MNRAS.323..757L,4,CRATES J1006+0509 NE,151.656,5.16497,,,,0
J1007-0207,151.7681246,-2.119699611,1.214,TRUE,2004MNRAS.349.1397C,4,CRATES J1007-0207 NE,151.76796,-2.11958,,,,0
J1007-3333,151.880781,-33.55186558,1.837,TRUE,2002A&A...386...97J,4,PKS 1005-333,151.88078,-33.55187,,,,0.06
J1007+1356,151.9229087,13.94155577,2.71937,TRUE,SDSS,4,[HB89] 1004+141 ABS0,151.92271,13.94155,,,,0
J1008+0029,152.0476533,0.499987817,0.0979,TRUE,20032dF...C...0000C,2,WHL J100811.4+003000,152.04765,0.5,,,,0.06
J1217-0029,184.4947044,-0.496194411,0.419,TRUE,DESI,4,PKS 1215-002,184.4947,-0.49619,12.029,10.998,7.94,0
J1014+2301,153.6961061,23.02126965,0.566336,TRUE,SDSS,4,[HB89] 1012+232,153.69611,23.02127,,,,0
J0145-2733,26.26414437,-27.55953609,1.148,TRUE,1999ApJS..122...29B,4,[HB89] 0142-278,26.26414,-27.55954,13.785,12.576,9.264,0
J2232+1143,338.1517038,11.7308067,1.032,TRUE,2002ApJS..140..143B,4,[HB89] 2230+114,338.1517,11.73081,13.196,11.992,8.871,0
J1217+3007,184.4670082,30.1168433,0.129,TRUE,2020ApJS..250...37L,3,FBQS J1217+3007,184.46701,30.11684,10.927,10.096,7.851,0
J1024+1912,156.1867067,19.205671,0.827652,TRUE,SDSS,4,[HB89] 1022+194,156.18671,19.20567,,,,0
J1032-5917,158.1771861,-59.29916736,,FALSE,,0,,,,,,,
J1555+1111,238.9293501,11.19010166,0.36,TRUE,1983BAAS...15..957M,2,[HB89] 1553+113,238.92935,11.1901,10.382,9.56,7.658,0
J1041-6431,160.3218552,-64.51723302,,FALSE,,0,LQAC 160-064 001,160.32196,-64.51753,,,,0.84
J1041+0610,160.3215104,6.171367706,1.265,FALSE,2008ApJS..175...97H,3,[HB89] 1038+064 ABS0,160.32143,6.17135,,,,0
J1042-4143,160.6849999,-41.72381902,0.431,TRUE,6dF:g1042444-414326,4,6dF J1042444-414326,160.68492,-41.72389,,,,0.18
J0146-5202,26.7024217,-52.04268072,0.0981,TRUE,6dF:g0146486-520234,4,PKS 0144-522,26.70242,-52.04264,12.04,11.694,9.897,0.18
J1045+1735,161.3098324,17.59668989,0.921,FALSE,2019A&A...622A..92N,2,CRATES J104514.26+17,161.30942,17.59681,,,,0
J2023+3153,305.8292389,31.88397392,,FALSE,,0,4C +31.56,305.82924,31.88397,12.569,11.449,8.481,0.06
J0040-0146,10.2400482,-1.775562775,1.178373,TRUE,SDSS,4,FBQS J0040-0146,10.24005,-1.77556,14.729,13.416,10.382,0
J2235-4835,338.8051524,-48.5996652,0.506,TRUE,6dF:g2235132-483559,4,[HB89] 2232-488,338.80515,-48.59967,13.015,11.94,9.075,0
J0339-0146,54.87890745,-1.776612253,0.852,TRUE,2012RMxAA..48....9T,4,[HB89] 0336-019,54.87891,-1.77661,12.588,11.41,8.594,0
J1218-0119,184.6455409,-1.331761728,,TRUE,DESI,7,[HB89] 1216-010,184.64554,-1.33176,12.166,11.266,8.789,0
J1058+0133,164.623355,1.566339917,0.891933,TRUE,SDSS,4,ALMACAL J105829.54+0,164.62308,1.56658,,,,0
J1101-6056,165.4937207,-60.94730261,,FALSE,,0,2MASS J11015838-6056,165.4934,-60.94768,,,,0.36
J1102-4404,165.5201506,-44.07301116,0.763,FALSE,2008ApJS..175...97H,3,PKS 1059-438,165.51975,-44.07275,,,,0.18
J0830+2410,127.7170258,24.18328343,0.940586,TRUE,SDSS,4,FBQS J083052.0+24105,127.71703,24.18328,12.767,11.529,8.808,0.06
J1556-3302,239.1731923,-33.03853238,0.065555,FALSE,6dF,3,PKS 1553-328,239.17329,-33.03861,11.855,11.757,10.283,0.42
J0519+0848,79.79504638,8.815759667,,FALSE,,0,WISEA J051910.80+084,79.79505,8.81576,14.077,12.922,10.307,0
J1112-5703,168.0302904,-57.0610402,,FALSE,,0,WISEA J111207.28-570,168.02983,-57.061,,,,
J2236-0406,339.0698931,-4.105463208,2.0478,TRUE,This work,4,WISEA J223616.78-040,339.07063,-4.10553,16.217,15.305,,2.64
J0340-0254,55.13581539,-2.915064178,0.4897,TRUE,This work,4,WISEA J034032.59-025,55.13582,-2.91506,13.755,12.672,9.653,0
J0725+1425,111.3200324,14.42048518,1.039,TRUE,2019ApJS..240....6Y,4,4C +14.23,111.32003,14.42049,13.361,12.256,9.43,0.06
J1130-1449,172.5293857,-14.82427451,1.189,TRUE,6dF:g1130071-144927,4,PKS 1127-14:[CL2003],172.52867,-14.82419,,,,0
J0831+0429,127.953654,4.494190525,0.173856,TRUE,SDSS,4,[HB89] 0829+046,127.95365,4.49419,10.772,9.783,7.228,0.06
J1130+3031,172.6767882,30.5264966,0.736721,TRUE,SDSS,4,B2 1128+30A,172.67679,30.5265,,,,0
J0040-4253,10.13547775,-42.88649739,,FALSE,,0,PKS 0038-431,10.1355,-42.88644,16.299,15.383,11.939,0.18
J1557-0001,239.4643082,-0.030670497,1.764,TRUE,DESI,4,[HB89] 1555+001,239.46431,-0.03067,14.344,13.259,10.616,0
J0519+2744,79.88761325,27.73453952,,FALSE,,0,4C +27.15,79.8876,27.73452,12.406,11.994,9.588,0.06
J0149+0555,27.343212,5.931546861,2.34792,TRUE,SDSS,4,[HB89] 0146+056,27.34321,5.93155,16.673,15.334,11.834,0
J1359+0159,209.8631222,1.998489733,1.32916,TRUE,SDSS,4,[HB89] 1356+022,209.86312,1.99849,14.318,12.966,10.027,0
J1043+2408,160.7876491,24.14316928,0.558972,TRUE,SDSS,3,WISEA J104309.03+240,160.78763,24.14311,12.271,11.31,9.63,0
J2025-0735,306.4194184,-7.597969111,1.388,TRUE,1997MNRAS.284...85D,4,PKS 2023-07,306.41942,-7.59797,13.171,12.001,8.904,0.06
J1139-1350,174.7945941,-13.84545516,0.556,TRUE,6dF:g1139107-135043,4,2CXO J113910.5-13504,174.79389,-13.84521,,,,0.06
J0340-2119,55.1483661,-21.32532557,0.223,TRUE,2005AJ....129..559S,4,PKS 0338-214,55.14837,-21.32533,11.875,10.894,8.245,0
J1220+0203,185.0495191,2.061729231,0.240232,TRUE,SDSS,4,UM 492,185.04952,2.06173,11.687,10.714,8.406,0
J1753+2848,268.4269735,28.80137192,1.116,TRUE,DESI,4,B2 1751+28,268.42697,28.80137,14.919,13.694,11.258,0
J2236+2828,339.0936285,28.4826148,0.79,TRUE,2012ApJ...748...49S,4,[HB89] 2234+282,339.09363,28.48261,11.457,10.406,7.56,0.06
J0836+2728,129.0953694,27.4812593,0.762017,TRUE,SDSS,4,FBQS J083622.8+27285,129.09537,27.48126,15.222,14.268,11.106,0
J1155-5730,178.8495401,-57.51337168,,FALSE,,0,PMN J1155-5730,178.85012,-57.51317,,,,1.32
J0521+1638,80.29119151,16.63945878,0.755,TRUE,2023A&A...671A..32C,4,3C 138,80.29119,16.63946,13.155,11.924,9.063,0.06
J1400-1858,210.0161083,-18.96974613,0.94,TRUE,SSO_07,4,WISEA J140003.86-185,210.01611,-18.96975,14.733,13.54,10.755,0.06
J1044+0655,161.2329635,6.927295139,0.696,TRUE,SDSS,2,[HB89] 1042+071,161.23296,6.9273,14.501,13.669,10.638,0
J1205-2634,181.3883846,-26.56790676,,FALSE,,0,2CXO J120533.1-26340,181.3882,-26.56714,,,,0.06
J2025-2845,306.4733868,-28.76352712,0.884,TRUE,2012ApJ...748...49S,4,WISEA J202553.59-284,306.47339,-28.76353,14.85,13.969,12.139,0
J0341+3352,55.29156,33.87268,0.725,FALSE,2008ApJS..175...97H,3,B2 0337+33,55.29156,33.87268,15.159,14.12,11.745,0.06
J1215-1731,183.944799,-17.52927862,,FALSE,,0,CRATES J1215-1731 NE,183.94479,-17.52928,,,,0
J1220-5604,185.1098137,-56.07849139,,FALSE,,0,,,,,,,
J2238+1242,339.6441868,12.7141062,,FALSE,,0,PKS 2236+124,339.64419,12.71411,14.594,13.439,10.48,0.06
J1221+2813,185.3820438,28.23291674,,TRUE,SDSS,7,1WGA J1221.5+2813,185.38125,28.2325,,,,0
J0042-4030,10.50510221,-40.51103964,2.478,TRUE,2003A&A...399..469H,4,PKS 0039-407,10.50521,-40.511,15.766,14.748,11.162,0.3
J0521+2112,80.44152443,21.21429216,0.108,TRUE,2013ApJ...764..135S,3,WISEA J052145.96+211,80.44152,21.21429,10.657,9.818,7.572,0.06
J1404-0013,211.0505165,-0.223636389,1.222245,TRUE,SDSS,4,WISEA J140412.12-001,211.05052,-0.22364,14.999,13.956,10.798,0
J1225+1253,186.2655972,12.88698308,0.0124487,TRUE,,6,2CXO J122503.6+12531,186.26523,12.8865,,,,0
J0151-1732,27.77534737,-17.54575513,0.699,TRUE,DESI,4,PKS 0148-177,27.77535,-17.54575,12.838,11.637,9.186,0
J0012-3954,3.24962445,-39.90723736,,TRUE,This work,7,PKS 0010-401,3.24962,-39.90724,13.809,12.776,9.894,0
J1229+0203,187.2779155,2.052388339,0.15834,TRUE,1992ApJS...83...29S,4,[HB89] 1226+023 ABS0,187.27771,2.05229,,,,0
J1755-5536,268.7716212,-55.6153011,,FALSE,,0,WISEA J175505.13-553,268.77146,-55.61536,16.981,15.7,12.433,0.42
J1230+1223,187.7059308,12.39112331,0.004283,TRUE,2011MNRAS.413..813C,4,2CXO J123049.2+12232,187.70524,12.39135,,,,0
J1232-0224,188.0000667,-2.401331961,1.043,TRUE,SDSS,4,PKS 1229-02:[LBB97],187.9995,-2.40142,,,,0.06
J1238+0723,189.5101902,7.389393658,1.172,FALSE,2005ApJ...626...95S,3,GALEXMSC J123802.27+,189.50947,7.38951,,,,0
J1239-1137,189.9976328,-11.62305429,0.0036,TRUE,2022ApJ...941...47S,4,CXOU J123959.28-1137,189.99708,-11.62289,,,,0
J1603-4904,240.9611856,-49.06819588,0.2321,TRUE,2016A&A...586L...2G,4,WISEA J160350.68-490,240.96113,-49.06808,12.261,11.509,9.734,0.42
J2025+3343,306.2951755,33.71672623,0.21,TRUE,2003ApJ...590..109S,3,B2 2023+33,306.29517,33.71673,13.716,12.459,8.877,0.06
J1222+0413,185.5939568,4.221048906,0.966322,TRUE,SDSS,4,[HB89] 1219+044,185.59396,4.22105,12.802,11.634,8.901,0
J2239-5701,339.8003163,-57.01689986,,FALSE,,0,PKS 2236-572,339.80032,-57.0169,14.39,13.227,9.876,0
J1603+1105,240.9247136,11.09685534,,TRUE,DESI,7,WISEA J160341.93+110,240.92471,11.09685,11.98,10.933,8.062,0
J0839+0104,129.9567126,1.074093433,1.123,FALSE,1995AJ....109...14O,3,PKS 0837+012,129.95671,1.07409,15.106,13.952,10.612,0
J1254-4743,193.5134118,-47.72407486,,FALSE,,0,PMN J1254-4743,193.51337,-47.72394,,,,0.48
J1254-6111,193.6940714,-61.19304701,,FALSE,,0,LQAC 193-061 001,193.69529,-61.19289,,,,2.16
J0522-3627,80.74160267,-36.45856978,0.056,TRUE,6dF:g0522580-362731,2,ESO 362- G 021,80.7416,-36.45857,9.748,8.765,6.096,0
J1405+0415,211.2546659,4.259949672,3.20798,TRUE,SDSS,4,[HB89] 1402+044,211.25467,4.25995,15.715,14.638,11.46,0
J0151+2517,27.7759744,25.291295,3.10026,TRUE,SDSS,4,WISEA J015106.25+251,27.77597,25.2913,17.857,16.488,,0.06
J0013-0423,3.475545667,-4.397859664,1.07611,TRUE,SDSS,4,PKS 0011-046,3.47555,-4.39786,15.652,14.636,11.057,0
J1047-6217,161.9289676,-62.28739839,,FALSE,,0,WISEA J104742.98-621,161.92892,-62.28728,13.793,12.806,9.542,0.48
J1303-5540,195.9550666,-55.67544697,,FALSE,,0,ALMACAL J130349.05-5,195.95437,-55.67617,,,,0.12
J1304-0346,196.1818426,-3.767375492,1.2527,TRUE,2023ApJS..265...25J,4,CRATES J1304-0346 NE,196.18183,-3.76736,,,,0
J2027-4726,306.9613455,-47.43881407,,FALSE,,0,WISEA J202750.69-472,306.96121,-47.43886,15.816,14.916,11.704,0.36
J1307-5019,196.8465738,-50.3220797,,FALSE,,0,2MASS J13072349-5019,196.84708,-50.32214,,,,1.14
J1308-6707,197.0724012,-67.11812038,,FALSE,,0,PKS 1304-668,197.07183,-67.11797,,,,0.96
J0045-3705,11.30027538,-37.09679578,1.034,TRUE,This work,4,WISEA J004512.06-370,11.30015,-37.09669,13.958,12.857,10.548,0.48
J1224+0330,186.2184247,3.513970194,0.956261,TRUE,SDSS,4,[HB89] 1222+037,186.21842,3.51397,14.75,13.585,10.544,0
J1014-4508,153.7098123,-45.14476511,,FALSE,,0,WISEA J101450.35-450,153.70981,-45.14476,14.842,13.711,10.73,0.06
J1802-3940,270.6778336,-39.6688634,1.319,TRUE,2012ApJ...748...49S,4,WISEA J180242.66-394,270.67783,-39.66886,13.343,11.961,8.44,0
J1319-0049,199.9115257,-0.827761125,0.891,TRUE,SDSS,4,[HFT2009] J131938.64,199.91104,-0.82732,,,,0
J0840+1312,130.1982851,13.20654548,0.680384,TRUE,SDSS,4,3C 207,130.19828,13.20655,13.351,12.195,9.702,0
J0348-1610,57.16362809,-16.17159781,0.3967,TRUE,This work,4,PKS 0346-163,57.16363,-16.1716,11.837,10.82,8.098,0
J1321-4342,200.3035197,-43.70467853,0.0114,FALSE,1991RC3.9.C...0000d,3,CIZA J1321.2-4342,200.30321,-43.70493,,,,0.54
J0525-2338,81.277108,-23.63633541,3.1,FALSE,2008ApJS..175...97H,3,WISEA J052506.50-233,81.27711,-23.63633,14.416,13.568,10.79,0
J1325-4301,201.3650629,-43.01911269,0.001826,TRUE,2011MNRAS.416.2840L,3,2MASS J13252741-4301,201.36422,-43.01915,,,,0.06
J0151+2744,27.86310908,27.74494269,1.2639,TRUE,SDSS,4,B2 0148+27B,27.86311,27.74494,15.601,14.596,11.675,0.06
J0013+4051,3.379709179,40.86031784,0.255,FALSE,1992ApJS...81....1T,3,4C +40.01,3.37971,40.86032,12.934,11.916,9.007,0.06
J1048-1909,162.0275859,-19.15992422,0.595,TRUE,1993A&AS...97..483S,4,[HB89] 1045-188,162.02759,-19.15992,13.941,12.805,9.53,0.06
J2031+1219,307.9791428,12.32815005,1.213,TRUE,2012ApJ...748...49S,4,PKS 2029+121,307.97914,12.32815,13.771,12.664,9.338,0.06
J2241+0953,340.4571555,9.89790135,1.707,FALSE,1989QSO...M...0000H,3,[HB89] 2239+096,340.45716,9.8979,14.84,13.652,10.503,0.06
J1604-2223,241.0061321,-22.39471925,0.141,TRUE,2002MNRAS.337..981S,4,WISEA J160401.45-222,241.00605,-22.39505,15.332,14.915,,0
J1224+2122,186.22691,21.37955241,0.433826,TRUE,SDSS,4,PG 1222+216,186.22691,21.37955,10.702,9.639,6.865,0
J1803-6507,270.8479027,-65.12687817,1.198,TRUE,2011MNRAS.417.2651M,4,WISEA J180323.43-650,270.84764,-65.12663,13.865,12.949,9.295,0
J0842-6053,130.6106688,-60.89733447,,FALSE,,0,WISEA J084226.56-605,130.61062,-60.89689,12.716,11.77,9.855,1.62
J0526-4830,81.56946383,-48.51021994,1.3041,TRUE,2013AJ....146...10T,4,PKS 0524-485,81.56946,-48.51022,13.865,12.757,9.508,0
J1347+1217,206.8890067,12.29006667,0.121611,TRUE,2005SDSS4.C...0000:,4,WHL J134733.4+121724,206.88899,12.29008,,,,0
J1406-0848,211.5029244,-8.801911267,1.763,FALSE,1979ApJ...229...73W,3,[HB89] 1403-085,211.50292,-8.80191,15.4,14.13,10.853,0
J1351-2912,207.9451616,-29.20490298,1.034,TRUE,2002A&A...386...97J,2,PKS 1348-289,207.94516,-29.2049,,,,0
J1048+0055,162.032269,0.9287452,0.252458,TRUE,SDSS,4,WISEA J104807.74+005,162.03227,0.92874,14.025,12.726,9.742,0
J1357-1527,209.2968541,-15.45799636,1.89,FALSE,1989QSO...M...0000H,3,[HB89] 1354-152 ABS0,209.29685,-15.45794,,,,0
J1357-1744,204.253829,-29.865761,,FALSE,,6,NGC 5236:[SW94] I,204.25303,-29.86584,,,,0.78
J1357+1919,209.2684861,19.31871455,0.719668,TRUE,SDSS,4,[HB89] 1354+195 ABS0,209.26844,19.31867,,,,0
J1604-4228,241.1983312,-42.46929508,,FALSE,,0,WISEA J160447.40-422,241.19837,-42.46917,13.829,13.351,10.804,0.48
J2243-0609,340.7865029,-6.150713164,0.271,TRUE,DESI,2,WISEA J224308.75-060,340.78638,-6.1505,13.696,12.721,9.664,0.9
J1406-0707,211.5450571,-7.117308247,,FALSE,,0,WISE J140610.82-0707,211.54475,-7.11706,,,,0.96
J0152+2207,28.07524604,22.11880553,1.32091,TRUE,SDSS,4,[HB89] 0149+218,28.07525,22.11881,13.689,12.5,9.432,0.06
J1804+0101,271.0666024,1.025668492,1.522,FALSE,1970ApJ...160L..33B,3,[HB89] 1801+010,271.0666,1.02567,13.949,12.663,9.559,0.06
J1408-5712,212.1088147,-57.21486813,,FALSE,,0,LQAC 212-057 001,212.109,-57.21472,,,,0.6
J1604-4441,241.1292531,-44.69221477,,TRUE,2013ApJ...764..135S,7,WISEA J160431.00-444,241.1292,-44.69226,12.464,11.407,8.425,0.06
J0349-2102,57.49094448,-21.04659487,2.944,FALSE,2001A&A...379..393E,3,PKS 0347-211,57.49094,-21.04659,15.477,14.292,11.297,0
J0842+1835,130.5212257,18.5947196,1.27406,TRUE,SDSS,4,[HB89] 0839+187,130.52123,18.59472,13.461,12.102,9.198,0
J1419-0838,214.8439836,-8.642261303,0.903,TRUE,This work,4,WISE J141922.55-0838,214.84379,-8.64189,,,,0.66
J0526-6749,81.64702967,-67.81901577,,FALSE,,0,WISEA J052635.39-674,81.64733,-67.81892,16.447,15.415,,0.54
J1419+0628,214.7840841,6.4763343,1.43621,TRUE,SDSS,4,[HB89] 1416+067 ABS0,214.78375,6.4763,,,,0
J1407-4302,211.9155037,-43.04220539,0.00006,TRUE,This work,4,WISEA J140739.71-430,211.91587,-43.04217,14.014,13.006,10.376,0.96
J1421-1931,215.4039921,-19.52190294,0.592,TRUE,This work,4,WISE J142136.95-1931,215.40387,-19.52169,,,,0.12
J1051-3138,162.7699065,-31.63730769,1.429,TRUE,1997MNRAS.284...85D,4,PKS 1048-313,162.76991,-31.63731,15.699,14.378,11.447,0.06
J1424-4913,216.1343347,-49.23048673,0.662,TRUE,2005ApJ...632L..75G,2,LQAC 216-049 001,216.13432,-49.23045,,,,0.12
J1424-7241,216.2176592,-72.68808193,,FALSE,,0,PKS 1420-724,216.21779,-72.688,,,,0.3
J1432-1801,218.2403775,-18.0264579,2.331,FALSE,1979ApJ...229...73W,3,CRATES J1432-1801 NE,218.24033,-18.02642,,,,0.06
J1227-4436,186.8611777,-44.61065084,0.11,TRUE,SSO_07,4,PKS 1224-443,186.86118,-44.61065,14.353,13.407,10.384,0.06
J1809-4552,272.4911323,-45.8780595,0.07,TRUE,6dF:g1809579-455241,4,PKS 1806-458,272.49113,-45.87806,11.359,10.571,7.758,0
J0152+3716,28.0509165,37.26825,0.761,FALSE,2015ApJ...810...14A,2,B2 0149+37,28.05092,37.26824,13.218,12.23,9.414,0.06
J1438-2204,219.5394558,-22.08187459,1.187,TRUE,1997MNRAS.284...85D,4,[HB89] 1435-218,219.53946,-22.08187,,,,0.06
J2246-1206,341.5759666,-12.11424377,0.626,TRUE,DESI,4,[HB89] 2243-123,341.57597,-12.11424,13.148,11.961,9.308,0
J0845-5458,131.2603426,-54.96904027,,FALSE,,0,WISEA J084502.48-545,131.26029,-54.96911,12.59,11.522,8.241,0.24
J0349-4858,57.30393167,-48.97358472,0.68,TRUE,This work,4,WISEA J034912.94-485,57.30369,-48.97374,14.392,13.562,10.683,0.78
J1408-0752,212.2353383,-7.874074042,1.494,FALSE,1979ApJ...232..400P,3,[HB89] 1406-076,212.23534,-7.87407,13.332,12.116,9.28,0
J1452-1319,223.2423158,-13.32303857,,FALSE,,0,PMN J1452-1319,223.24196,-13.32347,,,,0.18
J1452-6502,223.1653299,-65.03428704,,FALSE,,0,PKS 1448-648,223.16533,-65.03429,,,,0
J0049-4457,12.31926682,-44.95310121,0.121324,FALSE,1996ApJ...470..172S,2,LCRS B004656.7-45133,12.31933,-44.95319,12.669,11.784,8.739,0.36
J1051+2027,162.7557261,20.45554725,1.03778,TRUE,SDSS,4,WISEA J105101.37+202,162.75573,20.45555,14.852,13.753,10.134,0
J1606+1814,241.5667825,18.24994997,0.036901,TRUE,SDSS,4,WISEA J160616.02+181,241.56678,18.24995,11.002,10.955,9.872,0
J1510-0543,227.7232976,-5.718727097,1.191,TRUE,2012RMxAA..48....9T,4,[VFK2015] J227.72297,227.72297,-5.71797,,,,0
J1510-0843,227.7276712,-8.722588853,1.526,TRUE,6dF:g1510546-084321,3,WISE J151054.63-0843,227.72758,-8.722,,,,1.02
J1229-6003,187.3620541,-60.06028322,,FALSE,,0,WISEA J122926.89-600,187.36204,-60.06022,10.549,10.391,8.231,0.24
J0153-3310,28.29217394,-33.17385054,0.612,TRUE,6dF:g0153101-331026,2,[HB89] 0150-334,28.29217,-33.17385,14.791,13.786,10.663,0
J1812-0648,273.2121746,-6.806520994,0.775,FALSE,2016MNRAS.460...19M,3,WISEA J181250.94-064,273.21221,-6.80715,13.083,11.796,9.124,0.48
J1016+2037,154.1846754,20.62980706,3.114,TRUE,SDSS,4,PKS 1014+208,154.18468,20.62981,16.08,15.251,11.779,0
J0845+0439,131.3214321,4.663154383,0.8,FALSE,2016A&A...586A.117P,3,WISEA J084517.13+043,131.32143,4.66315,14.41,13.326,10.174,0
J1521+0420,230.3439316,4.341704594,0.052157,TRUE,SDSS,4,SDSS-C4-DR3 1368,230.34393,4.3417,,,,0
J0350-3232,57.68048389,-32.54984172,0.927,TRUE,2002A&A...386...97J,3,PKS 0348-326,57.68048,-32.54984,15.419,14.041,10.792,0
J1531-5108,232.93217,-51.14992695,,FALSE,,0,LQAC 232-051 001,232.93192,-51.14981,,,,0.72
J1408-2900,212.2067239,-29.00655789,0.575,FALSE,1979ApJ...229...73W,3,[HB89] 1405-287,212.20672,-29.00656,13.376,12.322,9.614,0.06
J1534-2243,233.5950052,-22.73267487,0.975,TRUE,This work,4,PMN J1534-2244,233.59517,-22.73294,,,,0.9
J1058-8003,164.6804573,-80.06504438,0.581,TRUE,2009AJ....137..337S,4,PKS 1057-79,164.68046,-80.06504,11.877,10.806,7.624,0
J1540+1447,235.2062147,14.79607906,0.606212,TRUE,SDSS,4,CRATES J1540+1447 NE,235.20612,14.79611,,,,0
J1607-3331,241.8948431,-33.51914261,,FALSE,,0,PKS 1604-333,241.89484,-33.51914,14.956,13.915,10.679,0.06
J0154+0823,28.5115422,8.39752,,TRUE,SDSS,7,WISEA J015402.76+082,28.51154,8.39752,12.059,11.163,8.774,0
J1555-4150,238.8254914,-41.84213808,,FALSE,,0,,,,,,,
